Question,Answer
O que e a Consultoria em registros no Bacen  ROF e IED,O Banco Central exige o registro na forma declaratoria dos capitais estrangeiros ingressados no Pais atraves do RDE IED Registro Declaratorio Eletronico Investimento Externo Direto e do RDE ROF Registro Declaratorio Eletronico Registro de Operacao FinanceiraPara RDE IED a Consultoria do Banco do Brasil atua prestando servico de registro CADEMP Cadastro de Empresa e a criacao dos numeros dos mesmos Para os servicos de RDE ROF alem da geracao do respectivo numero a Consultoria oferece o servico de preparacao e gerenciamento do esquema de pagamento acompanhamento dos vencimentos e impostacao dos demais eventos necessarios para fechamento do cambio
O que e a Consultoria em Importacao e Exportacao,A Globalizacao tem gerado inumeras oportunidades para empresas de todos os tamanhos O Banco do Brasil oferta consultoria para empresas independente do seu tamanho que desejam atuar ou ja atuam no comercio internacional fornecendo informacoes seguras no que tange ao passo a passo para exportar e importar exigencias legais beneficios fiscais analise da operacao quanto aos aspectos negociais garantias comerciais linhas de financiamento fechamento de cambio documentacao e registros segundo normas vigentes etc
O que devo apresentar para o banco para fechar um cambio a vista de importacao,Apresentar Invoice Comercial e Conhecimento de Embarque AWB se aereo CRT se terrestre ou BL se maritimoA Invoice Comercial deve tervalor em moeda estrangeiranome e endereco do comprador e do vendedordescricao da mercadoriaIncotermDados bancarios do exportador deve ser o mesmo exportador constante na fatura
O que devo apresentar para o banco para fechar um cambio a prazo de importacao,Apresentar apenas numero da DI Declaracao de Importacao e canal bancario para envio do valor desde que o EXPORTADOR da mercadoria empresa no exterior registrado na DI seja igual a quem vai receber o valor Caso sejam empresas diferentes por exemplo matriz e filial deve ser enviada fatura ou DI onde constem os dados bancarios confirmando o credito a outra empresa
Qual o prazo de carencia do BB Credito Salario,Podera chegar a ate 179 dias a depender do convenio
Qual o valor que posso contratar,O valor depende do limite preaprovado pelo Banco podendonbsp chegar ate a R 300 mil 
Quando posso Renovar minha operacao do BB Credito Salario,Apos ter pago a 1 parcela
Posso pegar mais credito no BB Credito Salario antes do fim da operacao,Voce pode efetuar uma renovacao com troco pegando mais credito e podendo ate mesmo alongar o prazo se houver margem
Como consulto meu limite para contratar o BB Credito Salario,No seu extrato da conta corrente
Como encaminho os documentos de cambio ao banco,O cliente deve encaminhar os documentos atraves do Gerenciador Financeiro no seguinte endereco wwwbbcombr gt Gerenciador Financeiro gt Internacional gt Digitalizacao de Documentos gt Envio de documentos digitalizadosPara classificar utilizar as seguintes opcoesCategoria ImportacaoTipo do processoContrato de cambio de importacao ouPagamento antecipado de importacaoObs Para acompanhamento o Banco do Brasil disponibiliza a Central de Atendimento em Comex atraves do telefone 40040001 opcoes 6 e 5
Como posso contratar o cambio para enviar o pagamento,O cambio de importacao pronto pode ser contratado na internet para isso basta o cliente possuir chave J e senha devidamente autorizadas pela agencia e acessar o endereco abaixowwwbbcombr gt Empresa gt Comercio Exterior gt Servicos Online gt Cambio Online gt Contratacao de CambioApos o fechamento do cambio o cliente pode assinar o contrato de cambio digitalmente desde que ja possua o eCPF atraves do site wwwbbcombr gt Empresa gt Comercio Exterior gt Servicos Online gt Cambio Online gt Assinatura DigitalObs Para acompanhamento o Banco do Brasil disponibiliza a Central de Atendimento em Comex atraves do telefone 40040001 opcoes 6 e 5
Quais tarifas incidem sobre esse cambio,A tabela de tarifas encontrase disponivel nos linksPessoa Fisica  httpswwwbbcombrdocspubtrftarifasPFpdfPessoa Juridica  httpswwwbbcombrdocspubtrftarifasPJpdf
Quanto posso antecipar do meu 13 Salario,Ate 80 do valor do 13 salario
Como consultar o comprovante swift que comprova a transferencia ao exterior,As consultas dos cambios de importacao estao disponiveis no site conforme abaixowwwbbcombr gt Gerenciador Financeiro gt Internacional gt Importacao gt Consulta Ordens de Pagamento SWIFT
Como evito a cobranca de despesas por banqueiros no exterior a fim de que o recurso chegue pelo valor total no destino,O ressarcimento das despesas cobradas por banqueiros indicado pelo cliente para transferencia das divisas pode ser evitado desde que informado no momento do fechamento da operacao Neste caso as despesas externas serao de sua responsabilidade
Recebi mercadoria em regime de entreposto aduaneiro Como deve ser fechado o cambio,Deve ser fechado como Pagamento Antecipado de ImportacaoObservar as especificidades para cada tipo de fechamentovia Internet deve ser informada previsao de nacionalizacao na edicao Outras informacoes mencionando regime de entreposto aduaneirovia Mesa enviar carta com previsao de nacionalizacao junto da documentacao via Gerenciador Financeirovia Corretora editar contrato com previsao de nacionalizacao mencionando regime de entreposto aduaneiro
Meu empregador paga em duas parcelas sendo uma no aniversario e possivel antecipar meu 13 Salario,O 13 Salario do BB possui essa opcao voce pode contratar
O que e ACC Qual e o prazo maximo que o ACC pode ser utilizado,ACC e o adiantamento sobre contrato de cambio com a antecipacao de recursos em moeda nacional R ao exportador do valor equivalente a quantia em moeda estrangeira referente a uma exportacao de mercadoria ou de servico a ser realizada no futuro cujo prazo maximo e de 360 dias antes do embarque da mercadoria
Qual o valor maximo que posso contratar,Ate R 20 mil
Quem recebe beneficio do INSS pode antecipar CDC 13 Salario,Sim Voce pode antecipar e conta com as melhores taxa do mercado
O que e ACE Qual e o prazo maximo que o ACE pode ser utilizado,ACE e o adiantamento sobre cambiais entregues onde ha a antecipacao de recursos em moeda nacional R ao exportador do valor equivalente a quantia em moeda estrangeira apos a prestacao do servico ou do embarque da mercadoria para o exteriorO ACC e transformado em ACE por meio de vinculacao dos documentos comprobatorios do embarque e o prazo maximo de utilizacao e ate o ultimo dia util do 12 mes subsequente ao do embarque da mercadoria ou da prestacao do servico respeitado o prazo maximo de 750 dias entre a contratacao e a liquidacao quando associado a contratacao preembarque por exemplo ACC e ACE
Ha limite de idade para contratar o CDC 13 Salario,Nao ha restricao de idade
Como solicito liquidacao de ACC ou ACE,O cliente deve enviar via Gerenciador Financeiro os documentos que comprovem a exportacao no caso do ACC e solicitacao firmada para a liquidacao de sua operacao mencionando o numero do contrato a ser liquidado e das ordemns de pagamento que serao utilizadas utilizando a seguinte classificacaowwwbbcombr gt Gerenciador Financeiro gt Internacional gt Digitalizacao de Documentos gt Envio de documentos digitalizados gt Categoria Exportacao gt Tipo de processo ACC  Adiantamento sobre contrato de cambio
Quem trabalha em empresa privada pode contratar o 13 Salario,Funcionarios publicos e privados podem contratar
01 Meu talao de cheques foi furtadoroubado Como posso sustar as folhas,Voce pode realizar a sustacao ou revogacao provisoria de cheque pela internet acessando a aba Contacorrente gt Cheques gt Sustacao revogacao ou baixa tambem pode ser efetuada pelo Celular Caixas Eletronicos e Central de Atendimento BBA sustacao provisoria e valida por 2 dias uteis Dentro desse prazo voce deve comparecer a uma agencia BB para tornala definitiva Quando voce for a agencia orientamos que apresente Boletim de Ocorrencia se for o casoNao ha limite de cheques que podem ser sustados provisoriamente porem ha incidencia de tarifa para cada folha sustada
Como faco para contratar o cheque especial,Voce pode contratar aqui nos Caixas Eletronicos ou na sua agencia
Quando devo utilizar o limite de cheque especial,O cheque especial deve ser utilizado em situacoes de emergencia como por exemplo para pagamento de uma conta quando voce sabe que recebera dinheiro em alguns dias ou em prazos curtos como alternativa para aqueles pequenos buracos que aparecem no orcamento Se voce sabe que precisara utilizar esse dinheiro por um prazo maior considere a possibilidade de contratar uma operacao de Credito Pessoal CDC que lhe oferece prazos maiores
02 Fiz um deposito em cheque e ele voltou Onde posso consultar o motivo da devolucao,O motivo da devolucao de um cheque depositado pode ser consultado no extrato da sua conta pela Internet ou Terminais BB para cheques devolvidos nos ultimos seis mesesE possivel verificar atraves da Central de Atendimento do Banco do Brasil pelos telefones 40040001 capitais ou regioes metropolitanas 08007290001 demais localidades Pela internet servico tarifado cheques gt solicitacao gt copia de chequeE atraves de sua agencia de relacionamento 
03 Como apresentar recibo de quitacao de cheque quando o favorecido do cheque que consta no CCF for falecido ou empresa encerrada,O seu representante legal devidamente comprovado podera fornecer o recibo de quitacao
O que e FINIMP Repasse,Financiamento em moeda estrangeira concedido pelo BB ao importador brasileiro cujo pagamento somente ocorre apos determinado prazo acordado Ou seja o exportador estrangeiro recebe o valor a que faz jus no momento do desembolso e o importador brasileiro paga ao Banco apos decorrido o prazo do FINIMP Repasse e a modalidade do FINIMP que no caso o Banco do Brasil SA capta o recurso no exterior e o repassa aos seus clientes
Transferi meu salario para o BB via Livre Opcao Bancaria posso contratar o CDC 13 Salario,Se voce trouxe seu salario para o BB tera direito a antecipar o 13 Salario
Tenho duas fontes de renda posso antecipar o 13 Salario das duas,Podera desde que o valor somado nao ultrapasse R 20 mil
O que pode ser financiado,O FINIMP e destinado a aquisicao de produtos bens ou servicos do exterior podendo abranger ainda valor destinado aos gastos locais com tributos taxas despesas portuarias frete domestico ou internacional seguros de transporte internacional contratados pelo importador residente no pais ou pessoa juridica domiciliada no territorio nacional no Brasil ou no exterior e quaisquer despesas indiretas passiveis de legitima comprovacao documental referentes a importacao financiada
Qual a tributacao da linha,a Principalimportacao de mercadorias IOF Cambio 000importacao de servicos IOF Cambio 038  IR 25b JurosIOF Cambio 038IR 15 no caso de Paraisos Fiscais a aliquota deve ser ajustadac Desembolso IOF Credito 038  00041 ao dia  limitado a 360 dias
Como posso ter descontos na taxa de juros de cheque especial,Sao oferecidos descontos nas taxas de juros do Cheque Especial aos clientes que possuem investimentos financeiros no Banco do Brasil e tambem o clientes que recebem seus proventos no Banco do Brasil inclusive atraves da Livre Opcao Bancaria LOB Consulte sua agencia para maiores informacoes
Como consulto as informacoes atuais sobre o meu limite de cheque especial,Todas as informacoes sobre o seu cheque especial como valor do limite taxas CET Custo Efetivo Total e valores dos encargos vencimento e data de debito podem ser consultados no seu extrato de conta corrente
04 Depositei um cheque em minha conta Pra onde ele vai se for devolvido,Se voce depositou um cheque em sua conta e viu no extrato que foi devolvido podera retiralo em sua agencia de relacionamento
Como acompanho a quantidade de dias de utilizacao do limite de cheque especial,Voce pode acompanhar a quantidade de dias de utilizacao do Cheque Especial PF em seu extrato de conta corrente A informacao nao considera o dia em que o extrato e retirado uma vez que pode haver mais lancamentos durante o dia
O que e o BB Credito Consignacao,Modalidade de emprestimo concedido a pessoa fisica correntista ou nao sem necessidade de comprovar a utilizacao do credito com desconto das parcelas em folha de pagamento dos servidores publicos ou empregados do setor privado cujo orgao ou empresa possui convenio formalizado de credito consignado com o Banco do Brasil
Onde posso contratar o BB Credito Consignacao,Voce pode contratar tanto nas Agencias do Banco do Brasil como tambem nos demais canais de atendimento disponibilizados pelo BB tais como internet terminais de autoatendimento mobile CABB e nos Correspondentes Mais BB credenciados
Como faco para ter direito a modalidade BB Credito Consignacao,Para ter acesso a essa modalidade de credito confirme se a empresa ou orgao que voce recebe salarioproventos possui convenio para consignacao em folha com o Banco do Brasil 
O que significa margem consignavel,E a margem que o empregador define como limite maximo de desconto dos valores referentes ao pagamento de emprestimos consignados concedidos pelo Banco que podera incidir sobre a remuneracao incluindo sobre as verbas rescisorias 
Como consultar a margem de consignavel disponivel,Consulte seu empregador uma vez que isso varia de conveniado para conveniado
E necessario ser correntista do Banco do Brasil para contratar emprestimo consignado,Nao e necessario ser correntista ou receber salarioproventos no BB Basta que seu empregador tenha convenio de para consignacao em folha com o Banco do Brasil
EMPRESTIMOS E FINANCIAMENTOS  06 Quais sao as modalidades de CDC disponibilizadas pelo BB,O Banco do Brasil disponibiliza varias opcoes de CDC de acordo com a necessidade do cliente Credito Pessoal preaprovado e desburocratizado para utilizar quando precisar BB Credito Consignacao  Destinado aos clientes que o empregador tenha convenio com o BB para pagamento das parcelas mediante consignacao em folha Aposentados e pensionistas do INSS estao contemplados Pode ser contratado por recebedores de salario pelo BB ou nao e dependendo do convenio nem a abertura de conta corrente e necessarianbsp BB Credito Salario  Destinado aos clientes assalariados que o empregador nao possua convenio para consignacao em folha com o BB uma vez que o debito das parcelas e realizado em conta corrente Pode ser utilizado tambem como complemento da necessidade de credito quando o limite de credito consignado estiver totalmente utilizadonbsp BB Credito Beneficio  Indicado para aposentados e pensionistas que recebem o beneficio do INSS pelo BB O debito das parcelas e realizado em conta corrente E tambem pode ser utilizado para complementar a necessidade de credito nas situacoes onde o limite de credito consignado estiver totalmente utilizado BB Credito Automatico  As parcelas sao debitadas em conta corrente e e indicado para clientes nao assalariados principalmente profissionais liberais empresarios e autonomosnbsp Credito Renovacao  Com opcao de debito das parcelas em conta corrente ou consignadas em folha e destinado para clientes que tenham alguma operacao de CDC contratada e precisa de mais credito Renovando seu credito voce pode pegar um troco e manter tudo em uma unica operacao Se necessario pode ser utilizado tambem quando for necessario reduzir suas prestacoes eou alongar o prazo para adequar sua capacidade de pagamento Antecipacao de creditos  para utilizar como quiser BB Credito 13 Salario  Destinado a clientes recebedores de salario no BB e que o empregador tenha convenio com o BB Permite a antecipacao de ate 80 do seu 13 Salario respeitada a forma de pagamento pelo empregador uma ou duas parcelas CDC Antecipacao IRPF  Os clientes que entregam a declaracao de IRPF e possuem imposto a restituir podem antecipar ate 100 deste valor bastando indicar o BB para credito da restituicaonbsp Financiamento de bens e servicos BB Credito Veiculosnbsp  Financiamento de veiculos novos e usados inclusive pelo celularnbsp BB Crediario  Financiamento para aquisicao de bens e servicos disponivel diretamente no estabelecimento ou no site de lojas que vendem seus produtos pela internet Com o BB Crediario voce pode tambem financiar o pagamento de suas contas direto nos terminais de autoatendimentosujeito a aprovacao cadastral
E possivel transferir minhas operacoes de emprestimo consignado contratadas em outro banco para o BB que possui melhores condicoes de taxas ou prazos,Sim desde que seu empregador possua convenio de credito consignado com o Banco do Brasil Tratase de portabilidade de operacoes de credito Para tanto dirijase a uma agencia BB para simular as operacoes e solicite a portabilidade para o Banco do Brasil
O que e CET,CET e a sigla para Custo Efetivo Total Por meio da resolucao do Conselho Monetario Nacional 3517 de 06122007 todas as instituicoes financeiras devem informar desde o dia 03032008 o Custo Efetivo Total das operacoes de emprestimos e financiamentosO CET e calculado considerando os fluxos referentes as liberacoes e aos pagamentos previstos incluindo taxa de juros do contrato tributos tarifas seguros e outras despesas cobradas do cliente No Banco do Brasil o CET esta detalhado nos seguintes camposTributos Imposto sobre Operacoes Financeiras IOFSeguros eventuais seguros incidentes sobre os emprestimos e financiamentosRegistros despesas cartorarias com registros de instrumentos contratuais e outros documentos relativos a operacao de creditoPagamento de servicos de terceiros despesa paga pelo cliente com remuneracao a terceiros a exemplo de pagamento a agente de credito e remuneracao as concessionarias no caso de financiamento de veiculosO CET deve ser informado na forma percentual anual
O que preciso para negociar Titulos Publicos no Tesouro Direto pelo Banco do Brasil,nbspnbsp Ter uma conta corrente ativa no Banco do Brasilnbsp Possuir a conta corrente ativa com Tipo de cadastro COMPLETO e com Situacao NORMAL cadastro atualizado e sem pendencianbspnbsp Nao possuir CPF cancelado ou com pendencia de regularizacao na Receita Federal Possuir um email cadastrado no Banco do Brasil para recebimento de avisos de compravenda de titulos publicos pelo Tesouro Diretonbspnbsp Ter um codigo de investidor ativo vinculado a conta corrente mediante assinatura da Ficha de InvestidornbspNota Para negociar os titulos publicos e necessario se logar utilizando a conta corrente vinculada no codigo de investidor Essa conta tambem sera utilizada para os lancamentos de credito na venda de titulos e recebimento de juros e debito na compra de titulos nbspnbsp Possuir a senha de 8 digitos para acesso a internetnbspnbsp Aderir ao Tesouro DiretoEm caso de duvidas procure a sua agencia de relacionamento
Quais sao as garantias exigidas para se obter o financiamento FAT Taxista,Para financiar ate 80 do valor do veiculo o Banco do Brasil admite como garantia apenas o proprio veiculo Acima desse percentual serao exigidas garantias adicionais como aval ou outro bem
Ja tenho um financiamento pela linha FAT Taxista posso repassalo para outro Taxista,Nao Atualmente o financiamento e intransferivel
Qual a tributacao da linha,Incide IR a aliquota de 15 por dentro  1765 apenas sobre a remessa de jurosEm operacoes que o prazo medio da operacao for inferior a 360 dias ha incidencia de IOF em aliquota de 6 sobre o principal na entrada dos recursosComo a tributacao podera variar conforme legislacao vigente na epoca sugerimos consultar previamente a Gerencia de Comercio Exterior GECEX jurisdicionante a fim de evitar recolhimento indevidoincorreto de IR eou IOF no momento de envio de recursos ao exterior
Ja tenho um veiculo financiado pela linha FAT Taxista posso substituilo,Atualmente somente em casos de sinistro o veiculo financiado podera ser substituido observadas as mesmas condicoes da contratacao veiculos novos 0 km de passeio ou de uso misto com no minimo 4 portas inclusive a de acesso ao bagageiro equipados com motor de cilindrada nao superior a 20
Posso antecipar as parcelas de meu financiamento na linha FAT Taxista ou liquidalo antecipadamente,Sim Conforme a conveniencia do correntista o financiamento podera ser amortizado ou liquidado
E obrigatoria a contratacao de seguro para o veiculo financiado pela linha FAT Taxista,Sim E obrigatoria a contratacao do seguro por todo o prazo da operacao 
O que e PrePagamento de Exportacao,Tratase de uma linha de financiamento as exportacoes de Longo Prazo em moeda estrangeira contratado junto a agencia externa do Banco Nao ha risco cambial de principal na operacao uma vez que o pagamento das parcelas de capital e feito diretamente pelo importador no exterior Ja as remessas de juros sao feitas pelo exportador brasileiro mediante fechamento de cambio no Brasil
Quais sao os prazos taxas de juros e limites do FAT Taxista,Para saber informacoes sobre prazos taxas e limites clique aqui ou consulte uma agencia Banco do Brasil
O que e o FIES,O Fundo de Financiamento ao Estudantil  FIES e um programa do Ministerio da Educacao destinado a financiar a graduacao na educacao superior de estudantes matriculados em instituicoes nao gratuitasPodem solicitar o financiamento pelo FIES os estudantes inclusive menores de idade regularmente matriculados em cursos de graduacao nao gratuitos que tenham obtido avaliacao positiva no Sistema Nacional de Avaliacao da Educacao Superior SINAES e que sejam oferecidos por instituicao de ensino superior participante do Programa O estudante somente podera solicitar o financiamento para um unico curso de graduacao em que estiver regularmente matriculado Os estudantes que concluiram o ensino medio a partir de 2010 deverao ter realizado o ENEM
Quem nao pode se candidatar ao FIES,nbspnbspnbsp Estudante com matricula em situacao de trancamento geralnbspnbspnbsp Quem ja tenha sido beneficiado com FIESnbspnbspnbsp Estudante inadimplente com o Programa de Credito Educativonbspnbspnbsp Estudante cujo percentual de comprometimento da renda familiar mensal bruta per capitanbspnbspnbspnbspnbsp seja inferior a 20 vinte por centonbspnbspnbsp Estudante cuja renda familiar mensal bruta seja superior a 20 vinte salarios minimos
Quais cursos podem ser financiados pelo FIES,O financiamento e concedido aos estudantes matriculados em cursos presenciais de graduacao com avaliacao positiva nas avaliacoes do Ministerio da EducacaoSINAES Nao sao financiaveis os cursos superiores ministrados na modalidade de ensino a distancia EAD
O que pode ser incluido no FIES,Sao passiveis de financiamento pelo FIES de 50 cinquenta por cento ate 100 cem por cento dos encargos educacionais cobrados dos estudantes ou seja parcela da mensalidade paga a instituicao de ensino e nao abrangida pelas bolsas parciais do Programa Universidade para Todos ProUni
Como e o fluxo da operacao,Resumidamente o fluxo e o seguintei Cotacao  cliente estipula montante prazo e periodicidade de pagamentos limitado ao limite de credito da empresa inclusive informando qual sera a contragarantia a ser negociada com a agencia de relacionamento apresentada para amparar a operacao entao a precificamosii Acolhimento da proposta  Cliente negocia a garantida do PrePagamento de Exportacao junto a agencia externa Neste momento tambem solicita ao BB a confeccao do ROF Registro de Operacao Financeira junto ao BACEN exigido nesse tipo de operacao devido a seu prazoiii Formalizacao  A agencia de relacionamento no Brasil informa a garantia da operacao dada a dependencia externa o Loan Application da operacao de PrePagamento de Exportacao para acolhimento das assinaturas necessariasiv Desembolso  Apos a formalizacao da garantia a agencia externa remete a ordem de pagamento e o cliente deve fechar o cambio como exportacao no mesmo dia de sua disponibilizacaov Pagamento das parcelas de principal  Nao havera remessa de principal feita pelo Brasil O pagamento de capital e sempre feito pelo importador mediante remessa a agencia externa do Bancovi Pagamento dos Juros  Dois dias uteis antes de cada vencimento a empresa devera fechar o cambio referente a parcela de jurosvii Comprovacao de embarques  Atraves da apresentacao dos REs o que pode ser concomitante aos itens 5 e 6
Qual e a taxa de juros do FIES,A taxa de juros e de 34 ao ano para todos os cursos
Quanto o estudante paga ao FIES durante o curso,Durante a fase de utilizacao e carencia sera exigido trimestralmente o pagamento dos juros com valor limite de R 5000 O eventual saldo remanescente dos juros e incorporado ao saldo devedor
Qual o prazo para amortizacao do FIES,O prazo para amortizar o FIES sera de tres vezes o tempo do financiamento acrescido de 12 meses A amortizacao e iniciada apos a carencia que e de 18 meses apos a conclusao do curso Durante a carencia o estudante paga parcela trimestral de ate R 5000
Como e feita a inscricao no FIES,A inscricao pode ser feita no portal wwweufacoacontecercombr no link FIES que direciona para o Sistema Informatizado do FIES SisFIES disponivel tambem para acesso no endereco http httpsisfiesportalmecgovbrApos concluir sua inscricao no SisFIES o estudante devera validar suas informacoes na CPSA de sua instituicao de ensino em ate 10 dez dias contados a partir do dia imediatamente posterior ao da conclusao da sua inscricao Concluida esta etapa o estudante comparece a agencia do BB escolhida no momento da inscricaoO FIES tem fluxo continuo ou seja o estudante pode solicitar o financiamento em qualquer periodo do ano de acordo com a sua necessidade
O que e FINIMP Direto,Financiamento em moeda estrangeira concedido pelo BB ao importador brasileiro cujo pagamento somente ocorre apos determinado prazo acordado Ou seja o exportador estrangeiro recebe o valor a que faz jus no momento do embarque da mercadoria e o importador brasileiro paga ao Banco apos decorrido o prazo do FINIMPDireto e a modalidade do FINIMP em que o cliente obtem linha no exterior diretamente com o credor No caso do Banco do Brasil com uma de suas agencias no exterior
E necessario oferecer alguma garantia para ter acesso ao FIES,Sim Existem tres tipos de garantia no FIES a fianca convencional ate dois fiadores cuja renda mensal conjunta deve ser de pelo menos o dobro do valor da mensalidade do curso a fianca solidaria grupo de 3 a 5 estudantes em que cada um se compromete como fiador dos valores devidos individualmente pelos demais e o FGEDUC  Fundo de Garantia de Operacoes de Credito Educativo
Quem pode recorrer ao FGEDUC,Podem recorrer ao FGEDUC Fundo de Garantia de Operacoes de Credito Educativonbspnbspnbsp Estudante matriculado em cursos de licenciaturanbspnbspnbsp Estudante com renda familiar mensal per capita de ate um salario minimo e meionbspnbspnbsp Bolsista parcial do Programa Universidade para Todos ProUni que opte pela inscricao no FIES no mesmo curso em que e beneficiario da bolsa
Que outras linhas de financiamento para clientes PJ sao oferecidas pelo Banco no exterior,Favor consultar a Gerencia de Comercio Exterior GECEX jurisdicionamente
Preciso ser correntista para contratar cambio junto ao Banco do Brasil,Sim para os fechamentos de cambio com o Banco do Brasil o cliente deve ser correntista
O que devo apresentar para o banco para fechar um cambio antecipado de exportacao,Apresentar a fatura proforma contendoValor em moeda estrangeiraNome e endereco do comprador e do vendedorDescricao da mercadoriaIncotermTermo de Pagamento Antecipado deve ser informado na fatura que ela sera paga antecipadamente O termo pode ser In Advance Advanced Cash in Advance Payment Before Shipment entre outros
O que devo apresentar para o banco para fechar um cambio embarcado de exportacao,O cliente deve ter Invoice Comercial e Conhecimento de Embarque AWB se aereo CRT se terrestre ou BL se maritimoA Invoice Comercial deve tervalor em moeda estrangeiranome e endereco do comprador e do vendedordescricao da mercadoriaIncotermAlem destes documentos o cliente deve fornecer o numero do RE Registro de Exportacao ou DSE Declaracao Simplificada de Exportacao
Como encaminho os documentos de cambio ao Banco do Brasil,O cliente deve encaminhar os documentos atraves do Gerenciador Financeiro no seguinte endereco wwwbbcombr gt Gerenciador Financeiro gt Internacional gt Digitalizacao de Documentos gt Envio de documentos digitalizadosPara classificar utilizar as seguintes opcoesCategoria ExportacaoTipo do processoContrato de cambio de exportacao ouPagamento antecipado de exportacao ouACC  Adiantamento sobre contrato de cambioObs Para acompanhamento o Banco do Brasil disponibiliza a Central de Atendimento em Comex atraves do telefone 40040001 opcoes 6 e 5
Recebi uma ordem de pagamento do exterior relativa a exportacao Como devo fazer para contratar o cambio,O Banco do Brasil oferece uma solucao online para contratacao de cambio de exportacao Atraves da internet o exportador contrata o cambio envia os documentos digitalizados que comprovam a operacao e assina digitalmente o contrato de cambio Para utilizar esta ferramenta o cliente devera solicitar autorizacao apenas uma vez a sua agencia de relacionamento O ambiente para contratacao do cambio e o Portal BB na internet wwwbbcombrcomex enquanto a criacao do dossie eletronico envio dos documentos digitalizados e a assinatura digital do contrato se darao no ambiente do Gerenciador Financeiro aba Internacional Caso necessario a Central de Atendimento  CABB esta a disposicao para lhe orientar em todos os processosIMPORTANTE Apos o fechamento do cambio o cliente pode assinar o contrato de cambio digitalmente desde que ja possua o eCPF atraves do sitewwwbbcombr gt Empresa gt Comercio Exterior gt Servicos Online gt Cambio Online gt Assinatura DigitalObs Para acompanhamento o Banco do Brasil disponibiliza a Central de Atendimento em Comex atraves do telefone 40040001 opcoes 6 e 5
05 Quais tarifas incidem no fechamento do cambio,A tabela de tarifas encontrase disponivel nos links Pessoa FisicanbspnbspnbsphttpswwwbbcombrdocspubtrftarifasPFpdf Pessoa JuridicanbspnbspnbsphttpswwwbbcombrdocspubtrftarifasPJpdf
Como ocorre o processo de contratacao de um financiamento de veiculo,Apos simular o financiamento voce pode contar com o atendimento do seu Gerente de Relacionamento durante o processo de contratacao e pos venda
Estou negociando a compra de um veiculo financiado numa loja mas o vendedor me disse que so pode me dar um desconto caso a venda seja a vista Como devo agir,Essa e mais uma vantagem do financiamento do veiculo via Banco do Brasil O cliente pode e deve negociar a compra do seu veiculo junto ao lojista como a vista negociando os descontos e beneficios para esse tipo de transacao vez que o Banco paga a vista para o lojista o valor financiado 
A taxa de juros do concorrente parece ser mais baixa que a do Banco mas o valor da parcela e mais alto O que pode estar ocorrendo,Deve estar sendo cobrada alguma taxa ou tarifa no financiamento o que impacta o valor da parcela motivo pelo qual devemos sempre comparar o valor da parcela do financiamento e nao apenas a da taxa de juros informada Se possivel tente obter e comparar o CET  Custo Efetivo Total das operacoes pois este indicador leva em conta a taxa efetiva da operacao considerando inclusive as tarifas eventualmente cobradas do cliente
Existe alguma diferenca se eu optar por pagar a primeira parcela do financiamento num prazo mais longo,Sim Quanto menor o prazo de pagamento da primeira parcela 30 dias por exemplo menor sera o valor a ser cobrado em cada parcela do financiamento 
Como consultar a chegada de uma ordem de pagamento ou remessa de exportacao,As consultas de ordens de pagamento do exterior e remessas de exportacao estao disponiveis no site do BB conforme abaixoOrdem de Pagamento wwwbbcombr gt Gerenciador Financeiro gt Internacional gt Cambio Financeiro gt Ordem de pagamento do Exterior gt ConsultaRemessa de Exportacao wwwbbcombr gt Gerenciador Financeiro gt Internacional gt Exportacao gtRemessasBordero gt Aviso de PagamentoImportante Eventualmente as ordens de pagamento do exterior sao recebidas em valor ligeiramente inferior ao faturado Isto ocorre em funcao da cobranca de despesas por banqueiros externos pela transferencia dos recursos
Quais sao os tipos de Comissao de Agente em Exportacao,O pagamento da comissao do agente deve ser registrado no REExistem 3 tipos de comissaoA Remeter o cliente recebera o valor integral da Exportacao e devera contratar um cambio financeiro venda para o pagamento da comissao do agenteEm Conta Grafica o valor a ser enviado ao agente sera deduzido do valor da exportacao Ex o cliente recebeu USD 1000000 e a comissao e 3 em conta grafica O cliente deve efetuar o fechamento de USD 970000 97 e informar que os 3 restantes sao referentes a comissao em conta graficaDeduzido do valor da Fatura o agente recebe o pagamento diretamente do importador sem intervencao do Exportador no Brasil Nestes casos o valor enviado ao Brasil e MENOR que o valor da fatura
O que e Back to Back,E um tipo de comercio onde a mercadoria nao transita pelo pais intermediado por empresa brasileiraExistem tres partes a empresa brasileira a empresa Importadora e a empresa ExportadoraA empresa brasileira solicita a Exportadora que envie a mercadoria diretamente a Importadora sem transitar pelo Brasil Tanto o pagamento da importacao quanto o recebimento da exportacao e realizado em nome da empresabrasileiraLogo temos os seguintes documentosInvoice Comercial da Exportadora para a empresa brasileiraInvoice Comercial da empresa brasileira para a ImportadoraConhecimento de embarque da Exportadora para a Importadora
O que e SML,E a sigla para Sistema de pagamentos em Moeda LocalTratase de transferencia de valores entre Brasil e Argentina utilizando a moeda local do pais facilitando assim a transacaoPara maiores informacoes vide site BACEN  httpwwwbcbgovbrPROCEDARG
